Artist,Song,Days,PkStreams,Total,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Chappell Roan,The Giver,27,"6,268,458","57,090,166",620471,6613591,1497,https://www.last.fm/music/Chappell+Roan/_/The+Giver,https://www.last.fm/music/Chappell+Roan,3.333333333333333,3 мин 20 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2361801,297375519
Michael Jackson,Thriller,43,"5,677,948","56,795,934",2152313,12721743,911,https://www.last.fm/music/Michael+Jackson/_/Thriller,https://www.last.fm/music/Michael+Jackson,5.95,5 мин 57 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",6538270,321681313
Billie Eilish,BITTERSUITE,26,"5,277,647","56,712,973",753662,10576901,1136,https://www.last.fm/music/Billie+Eilish/_/BITTERSUITE,https://www.last.fm/music/Billie+Eilish,4.966666666666667,4 мин 58 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3989143,768279522
"Tyler, The Creator",Rah Tah Tah,21,"8,372,130","56,099,623",1020773,10487657,1140,"https://www.last.fm/music/Tyler,+The+Creator/_/Rah+Tah+Tah","https://www.last.fm/music/Tyler,+The+Creator",2.75,2 мин 45 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4093073,970740043
PinkPantheress,Illegal,41,"1,591,009","56,093,585",859047,8863242,1316,https://www.last.fm/music/PinkPantheress/_/Illegal,https://www.last.fm/music/PinkPantheress,1.8166666666666669,1 мин 49 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",2681489,258711796
Sabrina Carpenter,Goodbye,28,"3,975,331","55,827,684",424707,4213808,1659,https://www.last.fm/music/Sabrina+Carpenter/_/Goodbye,https://www.last.fm/music/Sabrina+Carpenter,3.75,3 мин 45 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Cynthia Erivo,Defying Gravity,30,"2,506,409","55,459,241",405516,4522012,1641,https://www.last.fm/music/Cynthia+Erivo/_/Defying+Gravity,https://www.last.fm/music/Cynthia+Erivo,7.65,7 мин 39 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",581265,12299378
Doja Cat,Jealous Type,36,"3,170,945","55,312,686",486303,5783192,1546,https://www.last.fm/music/Doja+Cat/_/Jealous+Type,https://www.last.fm/music/Doja+Cat,2.716666666666667,2 мин 43 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3400289,425173698
Sabrina Carpenter,Sugar Talking,26,"5,656,973","54,907,441",501091,5170927,1593,https://www.last.fm/music/Sabrina+Carpenter/_/Sugar+Talking,https://www.last.fm/music/Sabrina+Carpenter,3.05,3 мин 03 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Miley Cyrus,Party In The U.S.A.,45,"2,353,901","54,794,446",2020821,14936659,730,https://www.last.fm/music/Miley+Cyrus/_/Party+in+the+U.S.A.,https://www.last.fm/music/Miley+Cyrus,3.3833333333333333,3 мин 23 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4659179,286215075
Agust D,Haegeum,29,"3,937,168","54,734,277",354464,167833028,4,https://www.last.fm/music/Agust+D/_/Haegeum,https://www.last.fm/music/Agust+D,2.8,2 мин 48 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",778686,486510589
Black Eyed Peas,I Gotta Feeling,45,"2,315,717","54,337,381",2074149,14974094,728,https://www.last.fm/music/Black+Eyed+Peas/_/I+Gotta+Feeling,https://www.last.fm/music/Black+Eyed+Peas,4.816666666666666,4 мин 49 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",5489791,141883769
Taylor Swift,The Prophecy,25,"5,154,617","53,590,963",456265,11573046,1045,https://www.last.fm/music/Taylor+Swift/_/The+Prophecy,https://www.last.fm/music/Taylor+Swift,4.15,4 мин 09 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
The Weeknd,Out of Time,37,"4,138,495","53,139,758",927513,15202271,704,https://www.last.fm/music/The+Weeknd/_/Out+of+Time,https://www.last.fm/music/The+Weeknd,3.566666666666667,3 мин 34 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",5050479,1031011466
Drake,What Did I Miss?,27,"3,515,369","52,678,170",264452,2562479,1751,https://www.last.fm/music/Drake/_/What+Did+I+Miss%3F,https://www.last.fm/music/Drake,3.2333333333333334,3 мин 14 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",6480644,1052429419
TWICE,I CAN'T STOP ME,53,"1,513,019","52,549,802",645710,11104731,1084,https://www.last.fm/music/TWICE/_/I+CAN%27T+STOP+ME,https://www.last.fm/music/TWICE,3.4166666666666665,3 мин 25 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1746032,456171725
Addison Rae,Fame is a Gun,37,"2,334,106","52,539,139",637257,10525412,1139,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun,https://www.last.fm/music/Addison+Rae,3.05,3 мин 03 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1245809,84337677
Lorde,Royals,220,"399,164","52,133,370",1988201,20564237,369,https://www.last.fm/music/Lorde/_/Royals,https://www.last.fm/music/Lorde,3.1666666666666665,3 мин 10 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
Olivia Rodrigo,the grudge,26,"4,411,485","50,923,309",711094,13035847,880,https://www.last.fm/music/Olivia+Rodrigo/_/the+grudge,https://www.last.fm/music/Olivia+Rodrigo,3.033333333333333,3 мин 02 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
Lorde,What Was That,26,"4,229,328","50,642,143",609753,9970692,1198,https://www.last.fm/music/Lorde/_/What+Was+That,https://www.last.fm/music/Lorde,3.4833333333333334,3 мин 29 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
Kendrick Lamar,PRIDE.,44,"3,215,159","50,235,038",1708025,30726640,97,https://www.last.fm/music/Kendrick+Lamar/_/PRIDE.,https://www.last.fm/music/Kendrick+Lamar,4.583333333333333,4 мин 35 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4853576,961298486
Playboi Carti,wokeuplikethis*,103,"572,525","50,060,447",759936,12422350,943,https://www.last.fm/music/Playboi+Carti/_/wokeuplikethis%2A,https://www.last.fm/music/Playboi+Carti,3.9166666666666665,3 мин 55 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",2327128,712354579
PinkPantheress,Pain,54,"1,344,190","49,801,138",1740368,32748935,75,https://www.last.fm/music/PinkPantheress/_/Pain,https://www.last.fm/music/PinkPantheress,1.6333333333333333,1 мин 38 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",2681489,258711796
Ariana Grande,Everyday,79,"839,748","48,748,546",690450,7839712,1396,https://www.last.fm/music/Ariana+Grande/_/Everyday,https://www.last.fm/music/Ariana+Grande,3.2333333333333334,3 мин 14 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
aespa,Armageddon,30,"2,075,434","48,186,343",488773,12711618,913,https://www.last.fm/music/aespa/_/Armageddon,https://www.last.fm/music/aespa,3.2666666666666666,3 мин 16 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1215852,243272414
Doja Cat,Candy,55,"1,011,925","47,179,104",822616,8629872,1340,https://www.last.fm/music/Doja+Cat/_/Candy,https://www.last.fm/music/Doja+Cat,3.1666666666666665,3 мин 10 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3400289,425173698
The Weeknd,Is There Someone Else?,31,"4,085,441","46,926,262",1147635,19524786,417,https://www.last.fm/music/The+Weeknd/_/Is+There+Someone+Else%3F,https://www.last.fm/music/The+Weeknd,3.316666666666667,3 мин 19 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",5050479,1031011466
Taylor Swift,my tears ricochet,30,"5,721,464","46,579,065",992780,28758755,122,https://www.last.fm/music/Taylor+Swift/_/my+tears+ricochet,https://www.last.fm/music/Taylor+Swift,4.25,4 мин 15 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Sabrina Carpenter,Sharpest Tool,22,"4,098,000","46,203,727",673333,10080182,1179,https://www.last.fm/music/Sabrina+Carpenter/_/Sharpest+Tool,https://www.last.fm/music/Sabrina+Carpenter,3.633333333333333,3 мин 38 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Bruno Mars,Grenade,35,"1,543,282","45,561,806",1738956,15784241,663,https://www.last.fm/music/Bruno+Mars/_/Grenade,https://www.last.fm/music/Bruno+Mars,3.7,3 мин 42 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4931024,262452537
Drake,Teenage Fever,47,"2,808,844","44,637,641",818315,11653034,1033,https://www.last.fm/music/Drake/_/Teenage+Fever,https://www.last.fm/music/Drake,3.65,3 мин 39 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",6480644,1052429419
Lorde,Ribs,35,"1,438,512","44,538,850",1703825,31699015,81,https://www.last.fm/music/Lorde/_/Ribs,https://www.last.fm/music/Lorde,5.016666666666667,5 мин 01 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3556819,410292274
$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",50,"1,056,231","44,508,841",681856,11830622,1018,"https://www.last.fm/music/$uicideboy$/_/...And+To+Those+I+Love,+Thanks+For+Sticking+Around",https://www.last.fm/music/$uicideboy$,2.8,2 мин 48 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",1495769,428647177
Radiohead,No Surprises,38,"1,278,607","44,302,454",3181095,50034422,25,https://www.last.fm/music/Radiohead/_/No+Surprises,https://www.last.fm/music/Radiohead,3.7666666666666666,3 мин 46 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7937435,1276525101
J. Cole,Wet Dreamz,213,"373,383","44,292,713",1162316,15456727,684,https://www.last.fm/music/J.+Cole/_/Wet+Dreamz,https://www.last.fm/music/J.+Cole,3.933333333333333,3 мин 56 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3681400,274120901
Kendrick Lamar,King Kunta,137,"1,041,601","43,954,379",1356768,18478281,476,https://www.last.fm/music/Kendrick+Lamar/_/King+Kunta,https://www.last.fm/music/Kendrick+Lamar,3.9,3 мин 54 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4853576,961298486
Rihanna,Don't Stop The Music,35,"1,698,544","43,652,826",2333935,17292000,555,https://www.last.fm/music/Rihanna/_/Don%27t+Stop+the+Music,https://www.last.fm/music/Rihanna,3.216666666666667,3 мин 13 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",8003572,554957209
Leon Thomas,MUTT,34,"1,486,417","43,525,480",543158,5773766,1548,https://www.last.fm/music/Leon+Thomas/_/MUTT,https://www.last.fm/music/Leon+Thomas,3.2,3 мин 12 сек,jazz,"Jazz is a musical art form which originated around the beginning of the 20th century in Black communities in the Southern United States from a confluence of African and European music traditions. The style's West African pedigree is evident in its use of blue notes, call-and-response, improvisation, polyrhythms, syncopation, and the swung note of ragtime.

From its early development until the present, jazz has also incorporated music from 19th and 20th century American popular music, which is based on European music traditions.",758606,16459085
Ariana Grande,ghostin,28,"4,531,561","43,513,294",613602,10332513,1153,https://www.last.fm/music/Ariana+Grande/_/ghostin,https://www.last.fm/music/Ariana+Grande,4.516666666666667,4 мин 31 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
Queen,Killer Queen - Remastered 2011,53,"1,021,773","42,483,424",1167402,9604520,1241,https://www.last.fm/music/Queen/_/Killer+Queen+-+Remastered+2011,https://www.last.fm/music/Queen,3.066666666666667,3 мин 04 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",6991199,406937154
Conan Gray,The Cut That Always Bleeds,35,"1,331,216","42,248,763",658997,9594642,1242,https://www.last.fm/music/Conan+Gray/_/The+Cut+That+Always+Bleeds,https://www.last.fm/music/Conan+Gray,3.85,3 мин 51 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2271984,224097521
Malcolm Todd,Chest Pain (I Love),29,"1,855,382","41,714,629",401144,5119242,1599,https://www.last.fm/music/Malcolm+Todd/_/Chest+Pain+(I+Love),https://www.last.fm/music/Malcolm+Todd,3.333333333333333,3 мин 20 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",887376,44795097
Ariana Grande,don't wanna break up again,18,"4,745,697","40,479,041",607373,12397812,948,https://www.last.fm/music/Ariana+Grande/_/don%27t+wanna+break+up+again,https://www.last.fm/music/Ariana+Grande,2.9,2 мин 54 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
Sabrina Carpenter,Never Getting Laid,20,"4,786,918","40,423,559",443495,4309555,1652,https://www.last.fm/music/Sabrina+Carpenter/_/Never+Getting+Laid,https://www.last.fm/music/Sabrina+Carpenter,3.466666666666667,3 мин 28 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Hozier,Someone New,148,"434,274","39,858,535",929756,10053230,1183,https://www.last.fm/music/Hozier/_/Someone+New,https://www.last.fm/music/Hozier,3.733333333333333,3 мин 44 сек,blues,"Blues is a vocal and instrumental form of music based on the use of ""blue notes."" It emerged in Black communities of the United States from spirituals, work songs, field hollers, shouts and chants, and rhymed simple narrative ballads. The use of blue notes and the prominence of call-and-response patterns in the music and lyrics are indicative of African influence. 

""Blue notes,"" also known as ""worried notes,"" are the typically flattened third, fifth, and seventh degrees in a major scale.",3180555,259757367
Rihanna,Kiss It Better,118,"445,622","39,765,788",912170,12962537,890,https://www.last.fm/music/Rihanna/_/Kiss+It+Better,https://www.last.fm/music/Rihanna,4.133333333333334,4 мин 08 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",8003572,554957209
ENHYPEN,Bite Me,29,"2,192,058","39,631,860",499015,15315206,693,https://www.last.fm/music/ENHYPEN/_/Bite+Me,https://www.last.fm/music/ENHYPEN,2.583333333333333,2 мин 35 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1019601,281525030
Ray Parker Jr.,Ghostbusters,20,"6,168,979","39,276,962",614257,2682796,1740,https://www.last.fm/music/Ray+Parker+Jr./_/Ghostbusters,https://www.last.fm/music/Ray+Parker+Jr.,4.083333333333333,4 мин 05 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",680270,3184391
Jung Kook,Yes or No,25,"3,310,212","39,248,518",336144,21415841,336,https://www.last.fm/music/Jung+Kook/_/Yes+or+No,https://www.last.fm/music/Jung+Kook,2.45,2 мин 27 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1338717,734646247
Kanye West,Stronger,118,"444,238","39,228,776",2770317,26345295,163,https://www.last.fm/music/Kanye+West/_/Stronger,https://www.last.fm/music/Kanye+West,5.2,5 мин 12 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",7696345,1425848929
