Artist,Song,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Drake,Teenage Fever,818315,11653034,1033,https://www.last.fm/music/Drake/_/Teenage+Fever,https://www.last.fm/music/Drake,3.65,3 мин 39 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",6480644,1052429419
David Bowie,Starman - 2012 Remaster,1107997,11634692,1034,https://www.last.fm/music/David+Bowie/_/Starman+-+2012+Remaster,https://www.last.fm/music/David+Bowie,4.233333333333333,4 мин 14 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",5392641,385940961
TV Girl,It Almost Worked,845345,11630103,1035,https://www.last.fm/music/TV+Girl/_/It+Almost+Worked,https://www.last.fm/music/TV+Girl,2.533333333333333,2 мин 32 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2622965,258251813
Coolio,Gangsta's Paradise,1588417,11608376,1036,https://www.last.fm/music/Coolio/_/Gangsta%27s+Paradise,https://www.last.fm/music/Coolio,4.016666666666667,4 мин 01 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",2024309,16572613
Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,693358,11603434,1037,https://www.last.fm/music/Olivia+Rodrigo/_/Can%E2%80%99t+Catch+Me+Now+-+from+The+Hunger+Games:+The+Ballad+of+Songbirds+&+Snakes,https://www.last.fm/music/Olivia+Rodrigo,3.4166666666666665,3 мин 25 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
Cocteau Twins,Heaven or Las Vegas,936400,11601841,1038,https://www.last.fm/music/Cocteau+Twins/_/Heaven+or+Las+Vegas,https://www.last.fm/music/Cocteau+Twins,4.966666666666667,4 мин 58 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2137074,151096374
Tate McRae,exes,689348,11600551,1039,https://www.last.fm/music/Tate+McRae/_/exes,https://www.last.fm/music/Tate+McRae,2.65,2 мин 39 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2071651,221947016
Taylor Swift,evermore (feat. Bon Iver),571961,11599360,1040,https://www.last.fm/music/Taylor+Swift/_/evermore+(feat.+Bon+Iver),https://www.last.fm/music/Taylor+Swift,5.066666666666666,5 мин 04 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Avril Lavigne,What the Hell,1203666,11597747,1041,https://www.last.fm/music/Avril+Lavigne/_/What+the+Hell,https://www.last.fm/music/Avril+Lavigne,3.65,3 мин 39 сек,pop rock,"Pop rock is a hybrid of pop music and rock music that uses catchy pop style, with light lyrics over top of guitar- or piano- based songs. There are varying definitions of the term, ranging from it being classed as an ""upbeat variety of rock music"" to a subgenre of pop music or of rock music. Scholars have noted that pop and rock are usually depicted as opposites; the detractors of pop often deride it as a slick, commercial product along with advocates of rock who claim that rock music is a more authentic, sincere form of music.",4946099,256443010
Drake,Best I Ever Had,1737763,11597420,1042,https://www.last.fm/music/Drake/_/Best+I+Ever+Had,https://www.last.fm/music/Drake,4.316666666666666,4 мин 19 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",6480644,1052429419
Mac Miller,Come Back to Earth,819642,11586855,1043,https://www.last.fm/music/Mac+Miller/_/Come+Back+to+Earth,https://www.last.fm/music/Mac+Miller,2.683333333333333,2 мин 41 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3338222,398835965
Chappell Roan,Picture You,801268,11573249,1044,https://www.last.fm/music/Chappell+Roan/_/Picture+You,https://www.last.fm/music/Chappell+Roan,3.1166666666666667,3 мин 07 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2361801,297375519
Taylor Swift,The Prophecy,456265,11573046,1045,https://www.last.fm/music/Taylor+Swift/_/The+Prophecy,https://www.last.fm/music/Taylor+Swift,4.15,4 мин 09 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Travis Scott,TELEKINESIS (feat. SZA & Future),745073,11564305,1046,https://www.last.fm/music/Travis+Scott/_/TELEKINESIS+(feat.+SZA+&+Future),https://www.last.fm/music/Travis+Scott,5.883333333333334,5 мин 53 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",186496,11673244
sombr,undressed,912288,11563296,1047,https://www.last.fm/music/sombr/_/undressed,https://www.last.fm/music/sombr,3.033333333333333,3 мин 02 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",1469652,56771156
Laufey,Let You Break My Heart Again,704928,11540311,1048,https://www.last.fm/music/Laufey/_/Let+You+Break+My+Heart+Again,https://www.last.fm/music/Laufey,4.483333333333333,4 мин 29 сек,jazz,"Jazz is a musical art form which originated around the beginning of the 20th century in Black communities in the Southern United States from a confluence of African and European music traditions. The style's West African pedigree is evident in its use of blue notes, call-and-response, improvisation, polyrhythms, syncopation, and the swung note of ragtime.

From its early development until the present, jazz has also incorporated music from 19th and 20th century American popular music, which is based on European music traditions.",2041479,214532397
TV Girl,Taking What's Not Yours,834776,11505629,1049,https://www.last.fm/music/TV+Girl/_/Taking+What%27s+Not+Yours,https://www.last.fm/music/TV+Girl,3.4166666666666665,3 мин 25 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2622965,258251813
¥$,CARNIVAL,938625,11501429,1050,https://www.last.fm/music/%C2%A5$/_/CARNIVAL,https://www.last.fm/music/%C2%A5$,4.4,4 мин 24 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",1382787,73099047
Chappell Roan,After Midnight,778559,11485185,1051,https://www.last.fm/music/Chappell+Roan/_/After+Midnight,https://www.last.fm/music/Chappell+Roan,3.4,3 мин 24 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2361801,297375519
NewJeans,Supernatural,471057,11472891,1052,https://www.last.fm/music/NewJeans/_/Supernatural,https://www.last.fm/music/NewJeans,3.183333333333333,3 мин 11 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
The Neighbourhood,Afraid,1103517,11466368,1053,https://www.last.fm/music/The+Neighbourhood/_/Afraid,https://www.last.fm/music/The+Neighbourhood,4.183333333333334,4 мин 11 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",3711268,351516624
beabadoobee,Apple Cider,745173,11460239,1054,https://www.last.fm/music/beabadoobee/_/Apple+Cider,https://www.last.fm/music/beabadoobee,2.966666666666667,2 мин 58 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2418949,282827335
Joji,Gimme Love,793648,11457995,1055,https://www.last.fm/music/Joji/_/Gimme+Love,https://www.last.fm/music/Joji,3.566666666666667,3 мин 34 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2772026,318677758
Roddy Ricch,The Box,1086148,11456735,1056,https://www.last.fm/music/Roddy+Ricch/_/The+Box,https://www.last.fm/music/Roddy+Ricch,3.2666666666666666,3 мин 16 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",1425987,47229305
Phoebe Bridgers,Funeral,672017,11448439,1057,https://www.last.fm/music/Phoebe+Bridgers/_/Funeral,https://www.last.fm/music/Phoebe+Bridgers,3.8666666666666667,3 мин 52 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",2028834,269372764
Bruno Mars,Treasure,1441066,11441147,1058,https://www.last.fm/music/Bruno+Mars/_/Treasure,https://www.last.fm/music/Bruno+Mars,2.9833333333333334,2 мин 59 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4931024,262452537
Sky Ferreira,Everything Is Embarrassing,708853,11340154,1059,https://www.last.fm/music/Sky+Ferreira/_/Everything+Is+Embarrassing,https://www.last.fm/music/Sky+Ferreira,4.166666666666667,4 мин 10 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1329354,46159298
LE SSERAFIM,Smart,542333,11333686,1060,https://www.last.fm/music/LE+SSERAFIM/_/Smart,https://www.last.fm/music/LE+SSERAFIM,2.7666666666666666,2 мин 46 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1469756,245627777
BTS,Airplane pt.2,496348,11305697,1061,https://www.last.fm/music/BTS/_/Airplane+pt.2,https://www.last.fm/music/BTS,3.65,3 мин 39 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
Miguel,Girl with the Tattoo Enter.Lewd,890784,11300004,1062,https://www.last.fm/music/Miguel/_/Girl+with+the+Tattoo+Enter.Lewd,https://www.last.fm/music/Miguel,1.7166666666666666,1 мин 43 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2546456,71259976
Future,Solo,732655,11284560,1063,https://www.last.fm/music/Future/_/Solo,https://www.last.fm/music/Future,4.416666666666667,4 мин 25 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3050672,421316263
Joji,Will He,790271,11283317,1064,https://www.last.fm/music/Joji/_/Will+He,https://www.last.fm/music/Joji,2.4166666666666665,2 мин 25 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2772026,318677758
Billy Joel,Uptown Girl,1627532,11270039,1065,https://www.last.fm/music/Billy+Joel/_/Uptown+Girl,https://www.last.fm/music/Billy+Joel,3.25,3 мин 15 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",3866073,118742000
The Smiths,I Know It's Over - 2011 Remaster,926188,11254324,1066,https://www.last.fm/music/The+Smiths/_/I+Know+It%27s+Over+-+2011+Remaster,https://www.last.fm/music/The+Smiths,5.816666666666666,5 мин 49 сек,punk,"Rooted in garage rock, punk started as Punk Rock and eschewed the perceived excesses of virtuosism, technical and complicated: progressive rock. it sounds faster, noisier and raw, with short songs, low-cost instrumentation, and often anti-establishment lyrics. Punk Counterculture embraces: DIY ethic (do it yourself), self-produced albums, fanzines and squatts. ideologically use to be related to: anarchism, atheism, individualism and internationalism.",4823841,497909285
NewJeans,How Sweet,528235,11252890,1067,https://www.last.fm/music/NewJeans/_/How+Sweet,https://www.last.fm/music/NewJeans,3.65,3 мин 39 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
Panchiko,D>E>A>T>H>M>E>T>A>L,689956,11247806,1068,https://www.last.fm/music/Panchiko/_/D%3EE%3EA%3ET%3EH%3EM%3EE%3ET%3EA%3EL,https://www.last.fm/music/Panchiko,4.35,4 мин 21 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",1006300,67021594
Drake,Hotline Bling,1295644,11245058,1069,https://www.last.fm/music/Drake/_/Hotline+Bling,https://www.last.fm/music/Drake,3.7,3 мин 42 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",6480644,1052429419
Sabrina Carpenter,Read your Mind,638829,11215587,1070,https://www.last.fm/music/Sabrina+Carpenter/_/Read+your+Mind,https://www.last.fm/music/Sabrina+Carpenter,3.45,3 мин 27 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Tate McRae,Revolving door,604120,11202836,1071,https://www.last.fm/music/Tate+McRae/_/Revolving+door,https://www.last.fm/music/Tate+McRae,3.0,3 мин,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2071651,221947016
The Strokes,Selfless,864249,11198945,1072,https://www.last.fm/music/The+Strokes/_/Selfless,https://www.last.fm/music/The+Strokes,3.7,3 мин 42 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",5522010,453023377
Zayn,I Don’t Wanna Live Forever (Fifty Shades Darker),980255,11175906,1073,https://www.last.fm/music/Zayn/_/I+Don%E2%80%99t+Wanna+Live+Forever+(Fifty+Shades+Darker),https://www.last.fm/music/Zayn,4.083333333333333,4 мин 05 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2121329,110237099
Lisa,New Woman (feat. ROSALÍA),482617,11170932,1074,https://www.last.fm/music/Lisa/_/New+Woman+(feat.+ROSAL%C3%8DA),https://www.last.fm/music/Lisa,2.9833333333333334,2 мин 59 сек,j-pop,"J-pop (ジェイポップ ""jeipoppu""), an abbreviation for Japanese pop, is a musical genre that entered the musical mainstream of Japan in the 1990s.  Modern J-pop has its roots in 1960s music, such as The Beatles, and replaced kayōkyoku (""Lyric Singing Music,"" a term for Japanese pop music from the 1920s to the 1980s) in the Japanese music scene.  The term was coined by the Japanese media to distinguish Japanese music from foreign music, and now refers to most Japanese popular music.",1811269,116962936
Pavement,Harness Your Hopes - b-side,828551,11168513,1075,https://www.last.fm/music/Pavement/_/Harness+Your+Hopes+-+b-side,https://www.last.fm/music/Pavement,3.433333333333333,3 мин 26 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",2086723,97501961
ThxSoMch,SPIT IN MY FACE!,715692,11158333,1076,https://www.last.fm/music/ThxSoMch/_/SPIT+IN+MY+FACE%21,https://www.last.fm/music/ThxSoMch,2.45,2 мин 27 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",829718,20647897
The Script,Breakeven,1274366,11144466,1077,https://www.last.fm/music/The+Script/_/Breakeven,https://www.last.fm/music/The+Script,4.35,4 мин 21 сек,pop rock,"Pop rock is a hybrid of pop music and rock music that uses catchy pop style, with light lyrics over top of guitar- or piano- based songs. There are varying definitions of the term, ranging from it being classed as an ""upbeat variety of rock music"" to a subgenre of pop music or of rock music. Scholars have noted that pop and rock are usually depicted as opposites; the detractors of pop often deride it as a slick, commercial product along with advocates of rock who claim that rock music is a more authentic, sincere form of music.",2859465,71743842
Blue Öyster Cult,(Don't Fear) The Reaper,1255195,11117685,1078,https://www.last.fm/music/Blue+%C3%96yster+Cult/_/(Don%27t+Fear)+The+Reaper,https://www.last.fm/music/Blue+%C3%96yster+Cult,5.133333333333334,5 мин 08 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",1879650,36017171
Gracie Abrams,Risk,484529,11113950,1079,https://www.last.fm/music/Gracie+Abrams/_/Risk,https://www.last.fm/music/Gracie+Abrams,3.6333333333333333,3 мин 38 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1683303,260846232
America,A Horse With No Name,1320428,11112495,1080,https://www.last.fm/music/America/_/A+Horse+With+No+Name,https://www.last.fm/music/America,4.166666666666667,4 мин 10 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",1986524,35572668
The Cardigans,Step On Me,815637,11110420,1081,https://www.last.fm/music/The+Cardigans/_/Step+On+Me,https://www.last.fm/music/The+Cardigans,3.783333333333333,3 мин 47 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3458804,84403301
Backstreet Boys,I Want It That Way,1606798,11108534,1082,https://www.last.fm/music/Backstreet+Boys/_/I+Want+It+That+Way,https://www.last.fm/music/Backstreet+Boys,3.566666666666667,3 мин 34 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2925919,65885312
My Chemical Romance,Thank You for the Venom,873884,11107982,1083,https://www.last.fm/music/My+Chemical+Romance/_/Thank+You+for+the+Venom,https://www.last.fm/music/My+Chemical+Romance,3.683333333333333,3 мин 41 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",4642406,493706168
TWICE,I CAN'T STOP ME,645710,11104731,1084,https://www.last.fm/music/TWICE/_/I+CAN%27T+STOP+ME,https://www.last.fm/music/TWICE,3.4166666666666665,3 мин 25 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1746032,456171725
Sam Smith,I'm Not the Only One,1236089,11101095,1085,https://www.last.fm/music/Sam+Smith/_/I%27m+Not+the+Only+One,https://www.last.fm/music/Sam+Smith,3.4166666666666665,3 мин 25 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",2953577,108003112
